Wind Dir (°),Wind Spd (ms),Wind Gusts 1h (ms),Wave Height (m),Dominant Wave Period (s),Avg Wave Period (s),Dominant Wave Dir,Pressure,Air Temp,Water Temp,dewpoint,Date,Heure
80.0,6.0,8.0,,,,,1021.7,23.8,25.2,,10/01/2025,17:00
90.0,6.0,8.0,2.7,14.0,7.7,303.0,1021.6,23.8,25.2,,10/01/2025,16:50
80.0,5.0,7.0,2.7,,7.7,303.0,1021.7,23.7,25.2,,10/01/2025,16:40
80.0,5.0,7.0,,,,,1021.6,23.7,25.2,,10/01/2025,16:30
90.0,5.0,7.0,2.8,13.0,8.1,303.0,1021.5,23.7,25.2,,10/01/2025,16:20
80.0,5.0,8.0,,,,,1021.4,23.7,25.2,,10/01/2025,16:10
80.0,6.0,7.0,,,,,1021.2,23.7,25.2,,10/01/2025,16:00
80.0,5.0,8.0,2.7,14.0,7.7,297.0,1021.2,23.7,25.2,,10/01/2025,15:50
90.0,6.0,8.0,,,,,1021.1,23.7,25.2,,10/01/2025,15:40
80.0,6.0,8.0,,,,,1021.0,23.6,25.2,,10/01/2025,15:30
90.0,6.0,8.0,2.7,13.0,7.8,309.0,1021.0,23.8,25.2,,10/01/2025,15:20
80.0,6.0,8.0,2.7,,7.8,309.0,1020.9,23.8,25.2,,10/01/2025,15:10
80.0,6.0,8.0,,,,,1020.8,23.7,25.2,,10/01/2025,15:00
80.0,6.0,8.0,2.6,14.0,8.0,302.0,1020.6,23.7,25.2,,10/01/2025,14:50
80.0,6.0,8.0,2.6,,8.0,302.0,1020.6,23.8,25.2,,10/01/2025,14:40
90.0,6.0,8.0,,,,,1020.7,23.8,25.2,,10/01/2025,14:30
90.0,5.0,7.0,2.7,14.0,7.7,312.0,1021.0,23.8,25.2,,10/01/2025,14:20
90.0,5.0,7.0,2.7,,7.7,312.0,1021.1,23.8,25.2,,10/01/2025,14:10
80.0,5.0,7.0,,,,,1021.2,23.7,25.2,,10/01/2025,14:00
80.0,6.0,8.0,2.7,13.0,7.5,304.0,1021.2,23.6,25.2,,10/01/2025,13:50
80.0,6.0,8.0,2.7,,7.5,304.0,1021.0,23.8,25.2,,10/01/2025,13:40
80.0,6.0,8.0,,,,,1020.9,23.6,25.2,,10/01/2025,13:30
60.0,4.0,8.0,2.8,14.0,7.9,309.0,1021.1,23.4,25.2,,10/01/2025,13:20
50.0,4.0,6.0,,,,,1021.2,23.4,25.2,,10/01/2025,13:10
70.0,5.0,7.0,,,,,1021.5,23.2,25.2,,10/01/2025,13:00
80.0,5.0,9.0,3.0,14.0,8.1,307.0,1021.4,23.5,25.2,,10/01/2025,12:50
60.0,5.0,7.0,3.0,,8.1,307.0,1021.6,23.3,25.2,,10/01/2025,12:40
70.0,5.0,7.0,,,,,1021.9,23.4,25.2,,10/01/2025,12:30
50.0,5.0,7.0,2.9,14.0,7.9,306.0,1022.0,23.6,25.2,,10/01/2025,12:20
50.0,5.0,6.0,,,,,1021.8,23.6,25.2,,10/01/2025,12:10
50.0,5.0,6.0,,,,,1022.3,23.6,25.1,,10/01/2025,12:00
60.0,6.0,8.0,3.2,14.0,8.2,300.0,1022.0,23.7,25.1,,10/01/2025,11:50
70.0,6.0,7.0,,,,,1022.1,23.8,25.1,,10/01/2025,11:40
70.0,5.0,7.0,,,,,1022.3,23.8,25.1,,10/01/2025,11:30
70.0,6.0,8.0,3.1,14.0,7.8,303.0,1022.3,23.8,25.1,,10/01/2025,11:20
70.0,6.0,7.0,3.1,,7.8,303.0,1022.2,23.8,25.1,,10/01/2025,11:10
70.0,6.0,8.0,,,,,1022.3,23.5,25.1,,10/01/2025,11:00
70.0,6.0,7.0,2.7,14.0,7.5,300.0,1022.3,23.4,25.1,,10/01/2025,10:50
60.0,6.0,8.0,,,,,1022.5,23.3,25.1,,10/01/2025,10:40
70.0,6.0,8.0,,,,,1022.7,23.1,25.1,,10/01/2025,10:30
70.0,7.0,9.0,3.2,14.0,8.2,307.0,1022.8,23.2,25.1,,10/01/2025,10:20
60.0,7.0,9.0,3.2,,8.2,307.0,1022.8,23.3,25.1,,10/01/2025,10:10
60.0,7.0,9.0,,,,,1022.6,23.5,25.1,,10/01/2025,10:00
70.0,7.0,9.0,2.9,14.0,8.1,298.0,1022.6,23.3,25.1,,10/01/2025,09:50
80.0,8.0,10.0,2.9,,8.1,298.0,1022.8,23.5,25.1,,10/01/2025,09:40
70.0,6.0,9.0,,,,,1022.9,23.7,25.1,,10/01/2025,09:30
70.0,6.0,8.0,3.3,14.0,8.5,298.0,1022.9,23.5,25.1,,10/01/2025,09:20
60.0,5.0,7.0,3.3,,8.5,298.0,1022.8,23.0,25.1,,10/01/2025,09:10
50.0,6.0,7.0,,,,,1022.9,22.6,25.2,,10/01/2025,09:00
50.0,7.0,10.0,3.1,14.0,8.1,297.0,1023.2,22.6,25.2,,10/01/2025,08:50
60.0,6.0,10.0,3.1,,8.1,297.0,1023.2,22.5,25.1,,10/01/2025,08:40
70.0,6.0,9.0,,,,,1023.5,22.2,25.2,,10/01/2025,08:30
80.0,8.0,11.0,3.1,15.0,8.4,289.0,1023.5,22.7,25.2,,10/01/2025,08:20
70.0,7.0,10.0,,,,,1023.4,23.5,25.2,,10/01/2025,08:10
50.0,7.0,9.0,,,,,1023.5,23.5,25.2,,10/01/2025,08:00
50.0,7.0,8.0,3.2,14.0,8.4,306.0,1023.5,23.6,25.2,,10/01/2025,07:50
40.0,6.0,9.0,3.2,,8.4,306.0,1023.5,23.4,25.2,,10/01/2025,07:40
70.0,7.0,10.0,,,,,1023.5,23.4,,,10/01/2025,07:30
80.0,8.0,10.0,2.9,11.0,8.1,314.0,1023.3,23.4,25.1,,10/01/2025,07:20
80.0,8.0,11.0,2.9,,8.1,314.0,1023.0,23.7,25.2,,10/01/2025,07:10
70.0,7.0,10.0,,,,,1022.9,24.0,25.2,,10/01/2025,07:00
70.0,6.0,9.0,3.9,14.0,9.3,314.0,1022.9,23.9,25.2,,10/01/2025,06:50
60.0,6.0,8.0,,,,,1022.8,23.7,25.2,,10/01/2025,06:40
70.0,7.0,9.0,,,,,1022.5,23.7,25.2,,10/01/2025,06:30
80.0,7.0,9.0,3.1,14.0,8.1,294.0,1022.6,23.7,25.2,,10/01/2025,06:20
80.0,8.0,10.0,3.1,,8.1,294.0,1022.6,23.5,25.2,,10/01/2025,06:10
90.0,8.0,10.0,,,,,1022.6,23.6,25.2,,10/01/2025,06:00
80.0,7.0,10.0,3.5,13.0,8.5,310.0,1022.5,23.8,25.2,,10/01/2025,05:50
70.0,7.0,9.0,,,,,1022.5,23.9,25.2,,10/01/2025,05:40
70.0,7.0,10.0,,,,,1022.4,23.8,25.2,,10/01/2025,05:30
60.0,7.0,9.0,3.4,14.0,8.6,307.0,1022.3,23.8,25.2,,10/01/2025,05:20
70.0,8.0,10.0,3.4,,8.6,307.0,1022.1,23.8,25.2,,10/01/2025,05:10
70.0,7.0,10.0,,,,,1022.1,23.7,25.2,,10/01/2025,05:00
60.0,7.0,9.0,3.7,15.0,9.2,313.0,1022.2,23.7,25.2,,10/01/2025,04:50
60.0,7.0,10.0,,,,,1022.2,23.7,25.2,,10/01/2025,04:40
60.0,7.0,9.0,,,,,1022.3,23.7,25.2,,10/01/2025,04:30
60.0,7.0,9.0,3.5,14.0,9.1,306.0,1022.3,23.6,25.2,,10/01/2025,04:20
60.0,7.0,8.0,3.5,,9.1,306.0,1022.5,23.6,25.2,,10/01/2025,04:10
60.0,7.0,8.0,,,,,1022.4,23.7,25.2,,10/01/2025,04:00
60.0,6.0,8.0,3.5,15.0,8.9,308.0,1022.3,23.7,25.2,,10/01/2025,03:50
70.0,6.0,9.0,3.5,,8.9,308.0,1022.1,23.6,25.2,,10/01/2025,03:40
70.0,7.0,9.0,,,,,1021.9,23.6,25.2,,10/01/2025,03:30
70.0,7.0,9.0,3.9,15.0,9.6,305.0,1021.5,23.6,25.2,,10/01/2025,03:20
70.0,6.0,9.0,3.9,,9.6,305.0,1021.4,23.6,25.2,,10/01/2025,03:10
70.0,7.0,10.0,,,,,1021.2,23.5,25.2,,10/01/2025,03:00
70.0,7.0,10.0,3.6,15.0,9.1,296.0,1021.0,23.4,25.2,,10/01/2025,02:50
70.0,7.0,10.0,,,,,1021.1,23.4,25.2,,10/01/2025,02:40
70.0,8.0,10.0,,,,,1021.0,23.5,25.2,,10/01/2025,02:30
70.0,7.0,10.0,3.7,15.0,9.0,297.0,1020.9,23.5,25.2,,10/01/2025,02:20
70.0,8.0,10.0,3.7,,9.0,297.0,1020.8,23.4,25.2,,10/01/2025,02:10
80.0,7.0,10.0,,,,,1020.9,23.4,,,10/01/2025,02:00
70.0,8.0,10.0,4.0,14.0,9.0,300.0,1020.9,23.3,25.2,,10/01/2025,01:50
80.0,8.0,11.0,,,,,1020.8,23.1,25.2,,10/01/2025,01:40
80.0,8.0,10.0,,,,,1020.8,23.2,25.2,,10/01/2025,01:30
70.0,8.0,11.0,4.3,14.0,9.9,302.0,1020.8,23.1,25.2,,10/01/2025,01:20
70.0,8.0,11.0,4.3,,9.9,302.0,1020.8,23.1,25.2,,10/01/2025,01:10
70.0,8.0,10.0,,,,,1020.9,23.2,25.2,,10/01/2025,01:00
70.0,8.0,10.0,3.9,15.0,9.2,303.0,1021.0,23.1,25.2,,10/01/2025,00:50
70.0,8.0,10.0,,,,,1021.0,23.2,25.2,,10/01/2025,00:40
70.0,7.0,10.0,,,,,1021.0,23.1,25.2,,10/01/2025,00:30
60.0,7.0,9.0,3.9,15.0,9.1,303.0,1021.2,23.1,25.2,,10/01/2025,00:20
60.0,7.0,10.0,3.9,,9.1,303.0,1021.3,23.0,25.2,,10/01/2025,00:10
60.0,7.0,10.0,,,,,1021.3,23.2,25.2,,10/01/2025,00:00
70.0,7.0,10.0,4.1,15.0,9.4,300.0,1021.5,23.1,25.2,,09/01/2025,23:50
60.0,7.0,10.0,,,,,1021.5,23.1,25.2,,09/01/2025,23:40
70.0,8.0,11.0,3.7,,9.0,310.0,1022.0,23.0,25.2,,09/01/2025,23:10
70.0,8.0,10.0,,,,,1022.1,23.0,25.2,,09/01/2025,23:00
70.0,7.0,10.0,4.3,15.0,9.9,313.0,1022.3,23.0,25.2,,09/01/2025,22:50
60.0,7.0,10.0,,,,,1022.3,23.0,25.2,,09/01/2025,22:40
70.0,8.0,11.0,,,,,1022.5,23.1,25.2,,09/01/2025,22:30
60.0,7.0,10.0,3.7,15.0,9.2,305.0,1022.9,23.0,25.2,,09/01/2025,22:20
60.0,7.0,10.0,3.7,,9.2,305.0,1023.2,22.9,25.2,,09/01/2025,22:10
60.0,7.0,10.0,,,,,1023.2,22.8,25.2,,09/01/2025,22:00
60.0,7.0,9.0,3.8,15.0,9.1,296.0,1023.4,22.8,25.2,,09/01/2025,21:50
60.0,8.0,10.0,3.8,,9.1,296.0,1023.6,22.8,25.2,,09/01/2025,21:40
60.0,8.0,11.0,,,,,1023.8,22.8,25.2,,09/01/2025,21:30
60.0,8.0,11.0,4.0,15.0,9.4,304.0,1023.8,22.8,25.2,,09/01/2025,21:20
50.0,8.0,11.0,4.0,,9.4,304.0,1023.8,22.8,25.2,,09/01/2025,21:10
50.0,8.0,11.0,,,,,1023.9,22.7,25.2,,09/01/2025,21:00
60.0,8.0,11.0,4.0,15.0,9.3,298.0,1023.8,22.7,25.2,,09/01/2025,20:50
60.0,8.0,11.0,,,,,1023.8,22.7,25.2,,09/01/2025,20:40
60.0,8.0,11.0,,,,,1023.9,22.8,25.2,,09/01/2025,20:30
60.0,8.0,12.0,4.1,14.0,9.5,300.0,1024.1,22.7,25.2,,09/01/2025,20:20
60.0,9.0,13.0,4.1,,9.5,300.0,1023.8,22.7,25.2,,09/01/2025,20:10
60.0,9.0,11.0,,,,,1023.6,22.7,25.2,,09/01/2025,20:00
60.0,9.0,12.0,4.0,15.0,9.5,294.0,1023.5,22.6,25.2,,09/01/2025,19:50
60.0,9.0,11.0,4.0,,9.5,294.0,1023.2,22.7,25.2,,09/01/2025,19:40
70.0,8.0,12.0,,,,,1023.1,22.8,25.2,,09/01/2025,19:30
70.0,9.0,11.0,3.8,16.0,9.3,299.0,1023.2,22.7,25.2,,09/01/2025,19:20
60.0,9.0,11.0,3.8,,9.3,299.0,1023.1,22.6,25.2,,09/01/2025,19:10
70.0,8.0,11.0,,,,,1023.1,22.6,25.2,,09/01/2025,19:00
60.0,8.0,11.0,4.1,15.0,9.6,289.0,1023.2,22.6,25.2,,09/01/2025,18:50
60.0,8.0,10.0,4.1,,9.6,289.0,1023.2,22.6,25.2,,09/01/2025,18:40
60.0,8.0,11.0,,,,,1023.1,22.5,25.2,,09/01/2025,18:30
60.0,8.0,11.0,4.0,15.0,9.8,306.0,1023.0,22.4,25.2,,09/01/2025,18:20
60.0,8.0,11.0,4.0,,9.8,306.0,1022.9,22.5,25.2,,09/01/2025,18:10
60.0,8.0,11.0,,,,,1022.7,22.5,25.2,,09/01/2025,18:00
60.0,9.0,12.0,4.1,15.0,10.0,304.0,1022.5,22.4,25.2,,09/01/2025,17:50
60.0,8.0,11.0,,,,,1022.4,22.3,25.2,,09/01/2025,17:40
60.0,8.0,11.0,,,,,1022.2,22.4,25.2,,09/01/2025,17:30
60.0,8.0,11.0,4.0,15.0,9.8,306.0,1022.2,22.4,25.2,,09/01/2025,17:20
60.0,8.0,10.0,4.0,,9.8,306.0,1022.2,22.4,25.2,,09/01/2025,17:10
60.0,7.0,10.0,,,,,1022.1,22.5,25.2,,09/01/2025,17:00
60.0,8.0,10.0,3.9,15.0,9.7,305.0,1022.0,22.5,25.2,,09/01/2025,16:50
60.0,8.0,11.0,3.9,,9.7,305.0,1021.9,22.5,25.2,,09/01/2025,16:40
50.0,8.0,10.0,,,,,1021.9,22.5,25.2,,09/01/2025,16:30
50.0,8.0,10.0,3.7,15.0,9.2,302.0,1021.8,22.5,25.2,,09/01/2025,16:20
50.0,8.0,10.0,3.7,,9.2,302.0,1021.9,22.4,25.2,,09/01/2025,16:10
50.0,8.0,10.0,,,,,1021.8,22.4,25.2,,09/01/2025,16:00
50.0,8.0,10.0,3.9,15.0,9.9,318.0,1021.8,22.4,25.2,,09/01/2025,15:50
50.0,8.0,10.0,3.9,,9.9,318.0,1021.7,22.4,25.2,,09/01/2025,15:40
50.0,8.0,10.0,,,,,1021.7,22.4,25.2,,09/01/2025,15:30
50.0,8.0,10.0,4.2,15.0,9.8,311.0,1021.6,22.3,25.2,,09/01/2025,15:20
50.0,8.0,10.0,4.2,,9.8,311.0,1021.5,22.4,25.2,,09/01/2025,15:10
50.0,8.0,11.0,,,,,1021.5,22.3,25.2,,09/01/2025,15:00
40.0,8.0,10.0,4.4,15.0,10.1,320.0,1021.6,22.4,25.2,,09/01/2025,14:50
40.0,8.0,10.0,,,,,1021.6,22.3,25.2,,09/01/2025,14:40
40.0,8.0,10.0,,,,,1021.6,22.3,25.2,,09/01/2025,14:30
30.0,7.0,10.0,4.0,15.0,9.7,321.0,1021.8,22.2,25.2,,09/01/2025,14:20
30.0,8.0,10.0,4.0,,9.7,321.0,1021.9,22.2,25.2,,09/01/2025,14:10
30.0,8.0,10.0,,,,,1021.9,22.2,25.2,,09/01/2025,14:00
30.0,8.0,10.0,4.4,15.0,10.0,315.0,1021.8,22.2,25.2,,09/01/2025,13:50
30.0,8.0,10.0,,,,,1021.7,22.2,25.2,,09/01/2025,13:40
40.0,8.0,11.0,,,,,1021.8,22.1,25.2,,09/01/2025,13:30
30.0,8.0,14.0,4.2,15.0,9.9,320.0,1021.7,22.0,25.2,,09/01/2025,13:20
30.0,8.0,11.0,4.2,,9.9,320.0,1021.8,22.0,25.2,,09/01/2025,13:10
30.0,8.0,10.0,,,,,1022.0,22.2,25.2,,09/01/2025,13:00
30.0,8.0,11.0,4.3,15.0,9.9,320.0,1022.0,22.1,25.2,,09/01/2025,12:50
30.0,8.0,11.0,4.3,,9.9,320.0,1022.0,22.2,25.2,,09/01/2025,12:40
30.0,8.0,10.0,,,,,1022.1,22.2,25.2,,09/01/2025,12:30
30.0,9.0,11.0,4.0,15.0,9.6,315.0,1022.2,22.2,25.2,,09/01/2025,12:20
30.0,8.0,11.0,4.0,,9.6,315.0,1022.3,22.2,25.2,,09/01/2025,12:10
30.0,8.0,10.0,,,,,1022.3,22.3,25.2,,09/01/2025,12:00
30.0,8.0,10.0,4.8,15.0,10.5,317.0,1022.4,22.3,25.2,,09/01/2025,11:50
30.0,8.0,10.0,,,,,1022.5,22.3,25.2,,09/01/2025,11:40
30.0,8.0,11.0,,,,,1022.5,22.3,25.2,,09/01/2025,11:30
30.0,8.0,11.0,3.8,16.0,9.1,313.0,1022.5,22.3,25.2,,09/01/2025,11:20
30.0,8.0,11.0,3.8,,9.1,313.0,1022.6,22.2,25.2,,09/01/2025,11:10
30.0,9.0,11.0,,,,,1022.6,22.2,25.2,,09/01/2025,11:00
30.0,8.0,10.0,4.5,16.0,10.2,313.0,1022.6,22.1,25.2,,09/01/2025,10:50
30.0,9.0,11.0,4.5,,10.2,313.0,1022.6,22.1,25.2,,09/01/2025,10:40
20.0,8.0,10.0,,,,,1022.7,22.0,25.2,,09/01/2025,10:30
30.0,8.0,11.0,4.1,15.0,9.7,307.0,1022.8,22.0,25.2,,09/01/2025,10:20
30.0,8.0,10.0,4.1,,9.7,307.0,1022.9,22.0,25.2,,09/01/2025,10:10
30.0,8.0,10.0,,,,,1022.9,21.8,25.2,,09/01/2025,10:00
40.0,8.0,11.0,4.0,14.0,9.2,312.0,1022.9,22.0,25.2,,09/01/2025,09:50
40.0,9.0,12.0,4.0,,9.2,312.0,1022.8,22.3,25.2,,09/01/2025,09:40
40.0,8.0,10.0,,,,,1022.8,22.4,25.2,,09/01/2025,09:30
40.0,7.0,9.0,4.4,15.0,9.8,312.0,1022.9,22.4,25.2,,09/01/2025,09:20
40.0,8.0,11.0,4.4,,9.8,312.0,1022.9,22.4,25.2,,09/01/2025,09:10
40.0,7.0,10.0,,,,,1023.0,22.4,25.2,,09/01/2025,09:00
40.0,7.0,9.0,4.3,15.0,9.8,315.0,1022.9,22.3,25.2,,09/01/2025,08:50
40.0,7.0,10.0,,,,,1022.8,22.3,25.2,,09/01/2025,08:40
40.0,7.0,10.0,,,,,1022.8,22.2,25.2,,09/01/2025,08:30
50.0,8.0,11.0,4.6,15.0,10.0,314.0,1022.8,22.2,25.2,,09/01/2025,08:20
30.0,8.0,11.0,4.6,,10.0,314.0,1022.8,22.4,25.2,,09/01/2025,08:10
30.0,7.0,10.0,,,,,1022.8,22.4,25.2,,09/01/2025,08:00
30.0,7.0,11.0,4.2,15.0,9.5,322.0,1022.7,22.4,25.2,,09/01/2025,07:50
20.0,7.0,10.0,,,,,1022.6,22.4,25.2,,09/01/2025,07:40
30.0,7.0,10.0,,,,,1022.6,22.3,25.2,,09/01/2025,07:30
30.0,8.0,10.0,4.8,13.0,10.1,310.0,1022.5,22.3,,,09/01/2025,07:20
40.0,8.0,10.0,4.8,,10.1,310.0,1022.4,22.4,25.2,,09/01/2025,07:10
30.0,8.0,10.0,,,,,1022.4,22.4,,,09/01/2025,07:00
30.0,8.0,10.0,5.1,16.0,10.8,307.0,1022.3,22.5,25.2,,09/01/2025,06:50
30.0,8.0,10.0,5.1,,10.8,307.0,1022.2,22.4,25.2,,09/01/2025,06:40
30.0,8.0,10.0,,,,,1022.2,22.4,25.2,,09/01/2025,06:30
30.0,7.0,9.0,4.7,16.0,10.2,308.0,1022.0,22.3,25.2,,09/01/2025,06:20
20.0,7.0,10.0,4.7,,10.2,308.0,1021.9,21.9,25.2,,09/01/2025,06:10
20.0,8.0,11.0,,,,,1021.9,22.1,25.2,,09/01/2025,06:00
30.0,8.0,11.0,4.6,14.0,10.0,302.0,1021.7,22.3,25.2,,09/01/2025,05:50
10.0,6.0,10.0,,,,,1021.7,22.0,25.2,,09/01/2025,05:40
10.0,8.0,10.0,,,,,1021.5,21.8,25.2,,09/01/2025,05:30
20.0,8.0,11.0,4.5,15.0,10.0,310.0,1021.4,22.1,25.2,,09/01/2025,05:20
30.0,7.0,9.0,4.5,,10.0,310.0,1021.2,22.4,25.2,,09/01/2025,05:10
30.0,6.0,8.0,,,,,1021.0,22.3,25.2,,09/01/2025,05:00
30.0,6.0,9.0,4.5,16.0,10.0,309.0,1020.9,22.3,25.3,,09/01/2025,04:50
30.0,6.0,8.0,4.5,,10.0,309.0,1020.8,22.3,25.3,,09/01/2025,04:40
30.0,6.0,9.0,,,,,1020.7,22.3,25.3,,09/01/2025,04:30
30.0,6.0,8.0,4.7,15.0,10.0,299.0,1020.6,22.2,25.3,,09/01/2025,04:20
30.0,6.0,9.0,4.7,,10.0,299.0,1020.4,22.1,25.3,,09/01/2025,04:10
40.0,6.0,8.0,,,,,1020.3,21.9,25.3,,09/01/2025,04:00
60.0,5.0,7.0,4.9,14.0,10.2,303.0,1020.1,21.1,25.3,,09/01/2025,03:50
50.0,7.0,9.0,,,,,1020.2,21.0,25.3,,09/01/2025,03:40
20.0,7.0,10.0,,,,,1020.2,21.3,25.3,,09/01/2025,03:30
20.0,7.0,10.0,4.6,14.0,10.0,305.0,1020.0,21.7,25.3,,09/01/2025,03:20
10.0,6.0,9.0,,,,,1020.0,21.3,25.3,,09/01/2025,03:10
10.0,7.0,9.0,,,,,1020.0,21.1,25.3,,09/01/2025,03:00
30.0,7.0,10.0,5.2,15.0,10.2,306.0,1019.9,21.7,25.3,,09/01/2025,02:50
30.0,6.0,9.0,,,,,1019.8,21.6,25.3,,09/01/2025,02:40
360.0,8.0,10.0,,,,,1019.8,21.7,25.3,,09/01/2025,02:30
10.0,6.0,10.0,4.5,14.0,9.3,306.0,1019.7,21.9,25.3,,09/01/2025,02:20
10.0,6.0,8.0,4.5,,9.3,306.0,1019.6,21.8,25.3,,09/01/2025,02:10
10.0,6.0,9.0,,,,,1019.5,21.8,25.3,,09/01/2025,02:00
360.0,7.0,10.0,5.0,15.0,9.6,310.0,1019.3,21.7,25.3,,09/01/2025,01:50
10.0,7.0,9.0,,,,,1019.2,21.9,25.3,,09/01/2025,01:40
10.0,6.0,9.0,,,,,1019.2,21.8,25.3,,09/01/2025,01:30
10.0,6.0,8.0,4.9,13.0,9.9,303.0,1019.2,21.7,25.3,,09/01/2025,01:20
10.0,6.0,8.0,4.9,,9.9,303.0,1019.2,21.7,25.3,,09/01/2025,01:10
360.0,6.0,8.0,,,,,1019.3,21.6,25.3,,09/01/2025,01:00
10.0,5.0,8.0,5.2,14.0,10.0,301.0,1019.2,21.5,25.3,,09/01/2025,00:50
360.0,5.0,8.0,5.2,,10.0,301.0,1019.2,21.2,25.3,,09/01/2025,00:40
10.0,3.0,7.0,,,,,1019.3,20.4,25.3,,09/01/2025,00:30
350.0,3.0,7.0,5.4,15.0,10.1,301.0,1019.4,19.8,25.3,,09/01/2025,00:20
360.0,7.0,9.0,5.4,,10.1,301.0,1019.4,20.0,25.3,,09/01/2025,00:10
350.0,7.0,9.0,,,,,1019.4,20.1,25.3,,09/01/2025,00:00
360.0,7.0,10.0,5.8,14.0,10.3,298.0,1019.6,20.6,25.3,,08/01/2025,23:50
360.0,8.0,11.0,,,,,1019.6,21.0,25.3,,08/01/2025,23:40
360.0,7.0,9.0,5.4,15.0,9.9,292.0,1019.3,21.4,25.3,,08/01/2025,23:20
360.0,7.0,10.0,5.4,,9.9,292.0,1019.5,21.3,25.3,,08/01/2025,23:10
360.0,8.0,10.0,,,,,1019.7,21.5,25.3,,08/01/2025,23:00
360.0,6.0,9.0,5.6,15.0,10.2,289.0,1019.8,21.9,25.3,,08/01/2025,22:50
10.0,4.0,6.0,5.6,,10.2,289.0,1019.9,22.0,25.3,,08/01/2025,22:40
360.0,4.0,6.0,,,,,1019.8,21.8,25.3,,08/01/2025,22:30
350.0,5.0,7.0,5.2,15.0,9.8,290.0,1020.0,21.8,25.3,,08/01/2025,22:20
10.0,5.0,8.0,,,,,1020.0,21.8,25.3,,08/01/2025,22:10
360.0,6.0,8.0,,,,,1020.2,21.8,25.3,,08/01/2025,22:00
350.0,6.0,9.0,5.5,14.0,10.0,294.0,1020.3,21.8,25.3,,08/01/2025,21:50
360.0,6.0,9.0,5.5,,10.0,294.0,1020.3,21.7,25.3,,08/01/2025,21:40
350.0,6.0,8.0,,,,,1020.3,21.8,25.3,,08/01/2025,21:30
350.0,6.0,8.0,5.8,13.0,9.9,289.0,1020.5,21.7,25.3,,08/01/2025,21:20
360.0,6.0,8.0,,,,,1020.4,21.7,25.3,,08/01/2025,21:10
350.0,6.0,8.0,,,,,1020.4,21.6,25.3,,08/01/2025,21:00
350.0,6.0,9.0,5.1,13.0,9.3,298.0,1020.5,21.5,25.3,,08/01/2025,20:50
350.0,7.0,8.0,,,,,1020.4,21.5,25.3,,08/01/2025,20:40
350.0,6.0,9.0,,,,,1020.2,21.4,25.3,,08/01/2025,20:30
350.0,6.0,8.0,5.8,13.0,9.9,300.0,1020.1,21.3,,,08/01/2025,20:20
350.0,6.0,8.0,5.8,,9.9,300.0,1020.1,21.0,25.3,,08/01/2025,20:10
340.0,7.0,9.0,,,,,1020.0,21.1,25.3,,08/01/2025,20:00
330.0,8.0,10.0,6.1,14.0,10.1,302.0,1019.9,21.5,25.3,,08/01/2025,19:50
310.0,7.0,10.0,,,,,1019.8,21.5,25.3,,08/01/2025,19:40
300.0,8.0,11.0,,,,,1019.6,21.5,25.3,,08/01/2025,19:30
300.0,8.0,11.0,5.1,,9.9,303.0,1019.5,21.8,25.3,,08/01/2025,19:20
,,,5.1,13.0,9.9,303.0,,,,,08/01/2025,19:10
330.0,6.0,9.0,,,,,1019.1,22.0,,,08/01/2025,19:00
330.0,6.0,9.0,5.0,15.0,9.8,303.0,1018.9,22.1,25.3,,08/01/2025,18:50
330.0,6.0,8.0,,,,,1018.7,22.2,25.3,,08/01/2025,18:40
340.0,5.0,8.0,,,,,1018.5,22.1,25.3,,08/01/2025,18:30
330.0,4.0,7.0,5.6,15.0,9.9,295.0,1018.2,22.0,25.3,,08/01/2025,18:20
330.0,5.0,8.0,5.6,,9.9,295.0,1018.0,21.9,25.3,,08/01/2025,18:10
340.0,5.0,8.0,,,,,1018.0,21.7,25.3,,08/01/2025,18:00
350.0,4.0,7.0,5.9,16.0,10.2,292.0,1017.7,21.6,25.3,,08/01/2025,17:50
320.0,5.0,8.0,,,,,1017.5,21.7,25.3,,08/01/2025,17:40
330.0,5.0,8.0,,,,,1017.4,21.4,25.3,,08/01/2025,17:30
330.0,5.0,8.0,5.4,14.0,10.0,309.0,1017.2,21.2,25.3,,08/01/2025,17:20
340.0,5.0,8.0,5.4,,10.0,309.0,1017.2,21.1,25.3,,08/01/2025,17:10
310.0,5.0,7.0,,,,,1017.1,21.1,25.3,,08/01/2025,17:00
310.0,6.0,9.0,5.9,14.0,10.1,299.0,1017.0,21.0,25.3,,08/01/2025,16:50
310.0,6.0,9.0,,,,,1016.7,21.1,25.3,,08/01/2025,16:40
320.0,6.0,9.0,,,,,1016.5,20.8,25.3,,08/01/2025,16:30
310.0,7.0,10.0,5.2,15.0,9.5,299.0,1016.6,20.7,25.3,,08/01/2025,16:20
290.0,9.0,13.0,5.2,,9.5,299.0,1016.5,20.4,25.3,,08/01/2025,16:10
290.0,8.0,11.0,,,,,1016.2,21.7,25.3,,08/01/2025,16:00
310.0,8.0,11.0,6.1,15.0,10.5,302.0,1016.0,21.6,25.3,,08/01/2025,15:50
320.0,7.0,12.0,6.1,,10.5,302.0,1015.9,21.4,25.3,,08/01/2025,15:40
320.0,8.0,13.0,,,,,1015.7,22.2,25.3,,08/01/2025,15:30
300.0,6.0,10.0,5.7,15.0,10.0,304.0,1015.6,22.6,25.3,,08/01/2025,15:20
